n,d,K,alpha,sparsity,Bias_Plugin,Bias_IPW,Bias_IPW_No_Cross,Bias_Debiased,Bias_Debiased_No_Cross,Bias_Debiased_Single_Fold,Variance_Plugin,Variance_IPW,Variance_IPW_No_Cross,Variance_Debiased,Variance_Debiased_No_Cross,Variance_Debiased_Single_Fold,MSE_Plugin,MSE_IPW,MSE_IPW_No_Cross,MSE_Debiased,MSE_Debiased_No_Cross,MSE_Debiased_Single_Fold,Coverage_Probability,Coverage_Probability_No_Cross,Coverage_Probability_Single_Fold
2,200,100,1.2249547243118286,10,0.0020515411195038,-0.0298909581060021,0.1048808002437186,-0.0256845689630833,-0.0062344426557401,-0.029388195665693,0.0134960962812544,0.1121698614430103,0.7139167224984129,0.0106738187612977,0.0305122310729832,0.0260331493559026,0.0135003051022195,0.1130633308195051,0.7249167047581757,0.0113335158441171,0.0305510993482109,0.0268968154003877,1.0,0.29,0.97
2,200,100,0.953795313835144,25,-0.0016096878528745,-0.0380920613758623,-0.0558894292797969,-0.016125964671962,-0.0160732043854878,-0.0182875699862083,0.014611498128852,0.167466507700478,0.62891250659265,0.0104265058291434,0.0192924372064581,0.0241217598333974,0.0146140892238357,0.1689175128403404,0.6320361348978714,0.0106865525657448,0.0195507851056758,0.0244561950493979,0.98,0.39,0.94
2,200,100,0.7729858160018921,50,0.0065151395238182,-0.0264257910265342,-0.0446174198134518,0.005792653091798,0.0162212441652997,-0.00457151201694,0.0112455705964214,0.1425263605933846,0.659919161298507,0.0073885498065703,0.0318161015031049,0.0123924648613255,0.0112880176394362,0.1432246830247626,0.6619098754493169,0.0074221046364122,0.0320792302653752,0.0124133635834465,1.0,0.57,1.0
2,200,100,0.662580132484436,75,-0.0108329813650962,0.0085863878874025,0.0089832460169743,-0.0112778449386531,0.0031921271040108,-0.012674865245913,0.0126392291533954,0.1154850552700955,0.7479975033585059,0.0101959829804627,0.0162704954409794,0.024031697968035,0.012756582638652,0.1155587813270484,0.7480782020675072,0.010323172766923,0.0162806851164276,0.024192350177037,0.99,0.53,0.97
2,200,100,0.5742889642715454,100,-0.0249269002402748,0.0060686089613157,-0.0359075217543151,-0.009899854748648,-0.0199789544624201,-0.015513058774009,0.0152542739858421,0.1362339661247876,0.9867626016520644,0.0130009973125688,0.0300483758624167,0.0222296994834564,0.0158756243414307,0.136270794139513,0.9880519517706008,0.0130990044366132,0.0304475344838282,0.0224703544759823,0.94,0.51,0.95
2,200,100,0.4925853013992309,125,-0.0061987107714145,-0.0405078752150432,-0.0224433756402501,0.0012051662548086,0.0102876653124788,-0.0047932887565491,0.01881846713773,0.1889785871602453,0.8982492794851344,0.0141952115220347,0.0388701678301881,0.0174154315747321,0.0188568911529576,0.1906194751146829,0.8987529845952639,0.0141966639477364,0.0389760038877697,0.0174384071918358,0.9,0.53,0.95
2,200,100,0.4068928956985473,150,-0.0465934854981526,0.0003611315609958,-0.3715736553314868,-0.0260869489639026,-0.032714933640097,-0.0163872238789006,0.0417682028916433,0.33382627710469,1.4673815630620255,0.0402966259647749,0.06666157269338,0.0453533017767796,0.0439391557825098,0.3338264075206942,1.605448544398428,0.0409771548710202,0.0677318395764559,0.0456218428832368,0.72,0.52,0.79
10,200,100,1.2249547243118286,10,0.0035987858428463,0.1427204845022028,-0.0004339092978294,-0.0050922773445593,-0.0105119680921434,5.283702397853529e-05,0.0027361863133645,0.6876042986627531,0.1373165855266028,0.0028441888789187,0.0054909002542055,0.0053220891191614,0.0027491375729072,0.7079734353592966,0.1373167738038816,0.0028701201674726,0.0056014017273757,0.0053220919109125,0.95,0.93,0.97
10,200,100,0.953795313835144,25,0.0009550981826532,-0.0040278404883622,-0.0254793684168447,0.0011686076743755,0.0023038175792721,0.0005225622700013,0.0040162734976382,0.1228591146334173,0.108903057511801,0.0042013013237559,0.0091004912757237,0.0062469515103529,0.0040171857101767,0.122875338132417,0.1095522557267223,0.0042026669676525,0.0091057988511623,0.006247224581679,0.95,0.94,0.96
10,200,100,0.7729858160018921,50,-0.0159384649993092,-0.0591260758047279,0.0098659870575642,0.0015841558733989,-0.004366122130458,0.0035503465168547,0.0022378282290608,0.3099069752539139,0.094980048512778,0.0045447294837905,0.0049403629414417,0.006897694694014,0.002491862895595,0.3134028680939803,0.0950773862133981,0.0045472390336217,0.0049594259638997,0.0069102996544038,0.86,0.97,0.92
10,200,100,0.662580132484436,75,-0.0087728600431705,-0.0364503887711301,-0.0186622947573261,-0.0092052775844312,-0.0096039683545056,-0.0122589238506259,0.0028937470286003,0.1001140744540859,0.1153879070564512,0.0027749582748751,0.0078355555005216,0.0051894947702355,0.0029707101019373,0.1014427052956525,0.1157361883020605,0.0028596954102815,0.0079277917086759,0.005339775984211,0.93,0.92,0.94
10,200,100,0.5742889642715454,100,0.0113112426387497,0.004627753536827,-0.0544146679075243,0.007731726663395,0.0001440178481543,0.0020333334487586,0.0041113517283139,0.1418382940465672,0.1387606147574757,0.0036156822284773,0.0068970013745693,0.0054415764684561,0.0042392959383466,0.1418597101493648,0.1417215708409619,0.0036754618256748,0.0068970221157099,0.00544571091337,0.9,0.86,0.91
10,200,100,0.4925853013992309,125,-0.0096821945336326,-0.0306139471831997,0.0108477744966398,-0.0134985210246936,-0.0208000096761516,-0.0126738145041537,0.0100121011956407,0.2468240730275163,0.1662897711852721,0.0104274106073046,0.0167441449575021,0.0112309698432243,0.0101058460866278,0.247761286789652,0.166407445396802,0.0106096206771587,0.0171767853600301,0.01139159541731,0.61,0.76,0.75
10,200,100,0.4068928956985473,150,0.0039814926026385,-0.0647197958622085,0.0503554890792348,0.011895877917822,-0.003383753262444,0.012497446983722,0.033958189247318,0.5072780308509374,0.2726492919717859,0.0357854147484433,0.0505994202296022,0.0352225437585733,0.0339740415306629,0.5114666828273832,0.2751849672521948,0.0359269266598791,0.0506108700157433,0.0353787299396842,0.35,0.52,0.53
10,200,100,0.3002494573593139,175,0.0560156553276355,0.2366851861217819,0.0662012429792691,0.0526244300950547,0.0771483447517208,0.0458051382631582,0.1631097220522338,1.3439042120409943,0.5708517229045039,0.170382878144312,0.2210520709892962,0.1738343336309121,0.1662474756940182,1.399924089370497,0.575234327476504,0.1731522087871413,0.2270039380872265,0.1759324443222192,0.12,0.4,0.23
10,200,100,0.2016633749008178,190,-0.0513359382894835,-0.5606116201806002,0.0368706121802036,-0.0442718082020749,-0.0543258949290598,-0.0329258867724763,0.8304416200800118,19.793296741998216,1.9812343187042716,0.8433390869458028,0.8464789866792363,0.8592277511358685,0.8330769986400736,20.107582130679734,1.9825937607468151,0.8452990799472841,0.8494302895390797,0.8603118651556223,0.06,0.31,0.06
10,200,100,0.0,200,-0.2023303517237173,-3.307115300936515,-0.6253266844395385,-0.208049905872849,-0.1244020143978941,-0.2108499401068727,35.77450525830908,952.013156697843,59.12770037864648,35.74383567396173,36.938730497152896,35.73767316327101,35.815442829537716,962.950168311531,59.51873384091862,35.78712043729544,36.95420635833915,35.78213086051409,0.01,0.08,0.01
50,200,100,1.2249547243118286,10,0.0027775453483605,0.024054762599775,-0.0006623866416457,0.011495500444443,-0.0040237442276287,0.0183391341461403,0.0027486247049602,0.091541273528507,0.0141014126881904,0.0098089769804502,0.0015972483171083,0.0145014418854466,0.0027563394631224,0.0921199051322385,0.0141018514442534,0.0099411235109184,0.0016134388347177,0.0148377657266767,0.95,0.98,0.9
50,200,100,0.953795313835144,25,-0.0007041739910336,-0.0295208721821646,-0.009158546793433,-0.0044687901699661,-0.0001933443092744,-0.0062139034707913,0.0014362144330974,0.0532023557142885,0.0124245777087862,0.0039233197930937,0.0014016097633264,0.0035885531628075,0.001436710294107,0.0540738376086842,0.0125084566881537,0.0039432898786769,0.0014016471453484,0.0036271657591518,0.92,0.98,0.97
50,200,100,0.7729858160018921,50,0.0003687120266191,-0.0176744611731627,0.0024707534912831,0.0081504385781823,0.0040192924202177,0.0280329195140457,0.0053376807367462,0.1941637999698874,0.0169281620897264,0.0050170994045282,0.0014317733466106,0.0270433740072514,0.0053378166853048,0.194476186547649,0.0169342667125411,0.005083529053545,0.0014479280581698,0.0278292185837323,0.91,0.95,0.92
50,200,100,0.662580132484436,75,-0.0101791518335913,-0.0652685404952924,-0.0162946658543163,-0.0038532180137654,-0.0028386173107475,0.0004506491514245,0.0140808662005087,0.2419790941961637,0.0202921544642071,0.007721366229285,0.0033294289679274,0.0038274266761993,0.01418448133256,0.2462390765745494,0.0205576705995109,0.0077362135183466,0.0033374867161642,0.003827629760857,0.9,0.86,0.89
50,200,100,0.5742889642715454,100,0.0060746503334355,0.0245292168641697,-0.0286834819809808,0.0066763109705646,0.0021818929194343,0.0027355023336654,0.0046669287120584,0.1332149997246416,0.0206887607674063,0.0038933631611627,0.0050618020822269,0.0041367015522164,0.0047038300887319,0.1338166822046111,0.0215115029059595,0.0039379362893384,0.0050665627389388,0.0041441845252339,0.65,0.78,0.71
50,200,100,0.4925853013992309,125,0.0131601362325883,-0.020087951647769,0.0188694743305139,-0.0020548709122318,0.0115938026673485,-0.0088008482591828,0.0388672813810388,0.3514118596359764,0.0361891538252971,0.0528640239547417,0.0115010597919486,0.0722484364719966,0.0390404705666991,0.3518153854373793,0.036545210886807,0.0528682464492076,0.011635476052238,0.0723258914020777,0.46,0.58,0.53
50,200,100,0.4068928956985473,150,-0.0453470758198988,0.1495002561482008,-0.015961877313708,-0.0664448262457795,-0.0362558836682385,-0.0677904481920401,0.04552513355273,1.2489096223358176,0.0651970483467152,0.0767337696150159,0.0353749419816526,0.0925336768266203,0.0475814908381456,1.2712599489241951,0.065451829874093,0.0811486845498477,0.0366894310822175,0.097129221692698,0.24,0.33,0.29
50,200,100,0.3002494573593139,175,0.1383679591563414,-0.0592908012058392,0.0548725115141466,0.1001286024129653,0.0928724500827858,0.1186032268428354,0.3206448193962478,3.797989762172118,0.3349877132866599,0.4693541240300024,0.2738968558242854,0.4183958037958563,0.3397905115173387,3.801505161279747,0.3379987058065301,0.4793798610511762,0.2825221478086649,0.4324625292133893,0.06,0.18,0.14
50,200,100,0.2016633749008178,190,-0.0301075535914802,-0.3722538054295998,0.03910117383764,-0.1248930367960614,-0.0477776610873917,-0.1375934559088476,0.9673104023956992,15.529132824743586,1.0753829321961863,1.858032242885022,1.0142145760715349,1.8994175236800732,0.9682168671789632,15.6677057204004,1.0769118339916677,1.873630513525164,1.0164972809705162,1.9183494827890133,0.05,0.12,0.05
50,200,100,0.0,200,-1.3781087756394086,0.9337235472827338,-1.265698016891516,-1.2962514660929805,-1.1118301217763271,-1.3076725927125046,38.55155550948702,1330.6334498642025,39.350767242175515,72.12369283418815,37.309640559114406,72.60977332014775,40.450739306981376,1331.505289526952,40.95275871213863,73.80396069753634,38.545806778803566,74.31978092987919,0.02,0.01,0.05
100,200,100,1.2249547243118286,10,0.0005075176481382,-0.0569334563375046,0.0068633839704003,0.0027957324372817,0.0007383626098723,0.0006650728938757,0.0007104508584918,0.1030920316153032,0.0071932163579011,0.0015239377821023,0.000723130165021,0.0021317037472579,0.000710708432655,0.1063334500658377,0.0072403223974262,0.0015317539019632,0.0007236753443647,0.0021321460692121,0.91,0.94,0.94
100,200,100,0.953795313835144,25,0.0011449673453819,0.0618260648458611,0.0027651420540298,-0.0057207467414411,0.0016395020924762,-0.0029144494481479,0.0017615317519635,0.1137062672232836,0.0056899690814019,0.0051657863211778,0.0007717521182493,0.0054976889389377,0.0017628427021855,0.1175287295176082,0.0056976150919809,0.0051985132644575,0.0007744400853606,0.0055061829545235,0.93,0.94,0.96
100,200,100,0.7729858160018921,50,0.0151356315906891,0.0095750367871209,0.0051448560370299,0.0148881516157543,0.004118475709438,0.011937641779764,0.0172807076431319,0.1314289477829943,0.0087140893489683,0.0236330641810838,0.0009119054301705,0.025829448180142,0.017509794986781,0.1315206291124691,0.0087405588926101,0.0238547212396174,0.0009288672723397,0.025971955471404,0.94,0.91,0.93
100,200,100,0.662580132484436,75,0.00395796830007,-0.0304154504387654,0.0052258981749609,-0.0004342164448443,0.0016212353909495,-0.0067802912836344,0.0026745973250481,0.3502680945944453,0.0070315624607542,0.0068888544917701,0.0022129040647583,0.004155403679286,0.0026902628381125,0.3511931942198384,0.0070588724724893,0.0068890430356911,0.0022155324689512,0.0042013760291769,0.78,0.84,0.86
100,200,100,0.5742889642715454,100,-0.0137040404081402,0.0439816576219666,0.0215984889973586,0.0086053894708842,0.0130630224670205,0.01227300456692,0.0414686246257728,0.1015515973678658,0.0160353908452762,0.0065188869580082,0.005434123346206,0.0145807773145457,0.0416564253492807,0.1034859835750417,0.0165018855722452,0.0065929396859538,0.0056047659021799,0.0147314039556454,0.55,0.65,0.65
100,200,100,0.4925853013992309,125,0.0117274367026476,-0.0083974257404026,0.0048944612598152,0.0182092288903307,0.0083269400204799,0.0158376946176687,0.0302455683319841,0.976191417229166,0.0257126909858995,0.1444459141969926,0.0110085527071826,0.1250270164429672,0.0303831011035987,0.9762619339882316,0.0257366467369234,0.1447774902137731,0.0110778906372873,0.1252778490137697,0.37,0.46,0.43
100,200,100,0.4068928956985473,150,0.0152814532797364,0.3385085938830467,0.0172265544663911,-0.0198797530768242,0.0027460428644042,-0.0045435995647433,0.0326099454579032,3.6274660483361414,0.0469847034622889,0.124381625964047,0.0323587379876778,0.099631870758574,0.032843468272244,3.742054116468818,0.0472814576410725,0.1247768305464425,0.0323662787390909,0.0996525150555788,0.3,0.37,0.36
100,200,100,0.3002494573593139,175,-0.0903732343061937,-0.0960674754011526,-0.095795103551945,-0.1401531829620966,-0.1019232574682414,-0.1466636614710389,0.2545002084863914,6.2262433683595315,0.2722401649937755,0.3934546390060269,0.2394911362118765,0.3752371163258899,0.2626675299653536,6.235472328189484,0.2814168668583033,0.4130975537004338,0.249879486624814,0.3967473459219816,0.11,0.16,0.1
100,200,100,0.2016633749008178,190,0.0308447507292382,0.9590383190140358,0.0591072140312819,0.0303014614973712,0.0599840843156588,0.0260611762973208,1.1591678044708742,47.21252731286265,1.093194671542158,1.5868323689977972,1.1350688737804182,1.6089739777461824,1.1601192031184229,48.13228181019992,1.0966883342926976,1.5877505475666738,1.1386669641516065,1.6096531626561823,0.06,0.14,0.11
100,200,100,0.0,200,0.8239860926204702,1.7045677584339631,0.2392853355054635,0.6179255365205841,0.9701557095356688,0.6142199582117104,40.11499487959589,2363.3833190963924,37.593342111248006,50.93720067700922,37.70142159608248,50.79128281237847,40.79394796042784,2366.288870339484,37.65059958303598,51.31903264569349,38.642623696827144,51.168548969444075,0.06,0.04,0.06
200,200,100,1.2249547243118286,10,-0.001526688946729,0.0142046608686528,-0.003543166683104,0.0067246299024346,-0.000901736254083,0.0033882517635096,0.0009236110170967,0.1272360384010244,0.0031215098046073,0.0032159383469047,0.000435724652695,0.0029001300920506,0.0009259417962367,0.1274378107914178,0.0031340638347516,0.0032611589942294,0.0004365377809669,0.0029116103420635,0.95,0.95,0.97
200,200,100,0.953795313835144,25,-0.0054065464047931,-0.0329094160027252,-0.0002151034719129,-0.0053933912405893,0.0029658166293981,-0.0039515359247764,0.0007561583728152,0.0630546979009684,0.0040450835692928,0.0020817430140321,0.0006148667537957,0.0044572270157083,0.0007853891168423,0.0641377275626089,0.0040451298387964,0.0021108316831061,0.0006236628220749,0.0044728416518731,0.96,0.92,0.98
200,200,100,0.7729858160018921,50,0.0006021521944623,-0.0376701648592767,0.0036869800416705,-0.0054583442110742,-0.0007419625647877,-0.0018056836946015,0.0028822247550209,0.1084711067621358,0.0052398206133847,0.0058479807078511,0.0005451352210281,0.0074920284691268,0.0028825873422862,0.1098901480826608,0.0052534144352124,0.0058777742293777,0.0005456857294756,0.0074952889627318,0.91,0.9,0.91
200,200,100,0.662580132484436,75,0.0014404799153038,0.0176422596284656,0.0070365403100218,0.0093607429766216,0.0023365220898628,0.0037646011227689,0.0010044325810508,0.0794944360313277,0.0065857499804004,0.0022454618917158,0.0010748858202003,0.0035583930497506,0.0010065075634372,0.0798056853561259,0.006635262879935,0.0023330854007902,0.0010803451556767,0.0035725652713642,0.81,0.75,0.85
200,200,100,0.5742889642715454,100,-0.0007600443757436,-0.0017249017590703,0.0200604629210733,-0.0035232055191768,0.0030521176250457,-0.0032997999092062,0.0035317044070515,0.1575402828807344,0.0063894197449106,0.0029484105118326,0.0029383783422324,0.0027399354618817,0.0035322820745046,0.1575432581668129,0.0067918419175184,0.002960823488963,0.0029476937642295,0.0027508241413225,0.6,0.57,0.73
200,200,100,0.4925853013992309,125,-0.0136221844011926,0.1339219535753964,-0.0311511306727865,-0.027614778866125,-0.014353421343239,-0.0126420868918071,0.0141027055334456,0.4141949399166121,0.0173464134603195,0.0215163564012996,0.0098795103093031,0.0224899866499382,0.0142882694413057,0.4321300295660626,0.0183168064025125,0.0222789324131246,0.0100855310135596,0.0226498090109182,0.4,0.34,0.45
200,200,100,0.4068928956985473,150,-0.0049212245923568,0.0924337581206961,-0.0003068510762849,0.001768459264519,-0.0105384295386807,0.0054758755849167,0.0311325851126589,1.098851353645043,0.0436487521758606,0.0297197917868165,0.0296323581168656,0.0318363455583295,0.0311568035641473,1.1073953532853584,0.0436488463334436,0.0297229192349868,0.0297434166140074,0.031866330771751,0.21,0.3,0.25
200,200,100,0.3002494573593139,175,0.0797674122761597,0.1212848563153206,0.1080830323289964,-0.0361541707983115,0.10809512529229,-0.0336191059700706,0.3216504873424406,1.1884875731119278,0.2592943417135819,1.7388023203976348,0.217767896559183,1.7363058796857975,0.3280133274036753,1.2031975894833558,0.2709762835910128,1.7401094444637488,0.2294524526711389,1.7374361239720242,0.08,0.15,0.12
200,200,100,0.2016633749008178,190,-0.1182178280535277,-0.2594924171262555,-0.0756704311821445,-0.1550446289542981,-0.0818397433042484,-0.1567062682534628,1.1012885548780431,66.84840817967337,1.1460138222945595,2.7048948310962686,1.0586918863841306,2.7566896801669984,1.1152640097477364,66.91574449421938,1.1517398364498512,2.7289336680638443,1.0653896299682355,2.781246534676925,0.09,0.06,0.09
200,200,100,0.0,200,0.0346798129501803,-11.26615721777613,-0.1619084465627664,0.0163467506425852,-0.1968221939248307,0.0074735882406004,26.85223633018341,4450.914059484985,30.43078100011821,31.58554955587282,27.414922766828628,31.55376722021924,26.853439019609663,4577.840357940634,30.456995345186577,31.5858167721294,27.45366174285001,31.553823074740436,0.04,0.0,0.05
